,TIMESTAMP,RECORD,TAIR,RELH,SRAD,WSPD,WMAX,WDIR,RAIN,BATV
594,2021-02-03 03:05:00,1208,8.33,44.86,0.001,0.357,1.209,51.95,0.0,12.77
595,2021-02-03 03:10:00,1209,8.31,44.98,0.0,0.468,1.086,93.0,0.0,12.77
596,2021-02-03 03:15:00,1210,8.38,44.74,0.002,0.472,1.306,151.4,0.0,12.77
597,2021-02-03 03:20:00,1211,8.3,44.98,0.002,0.508,1.332,161.7,0.0,12.76
598,2021-02-03 03:25:00,1212,8.18,45.3,0.002,0.406,1.174,106.8,0.0,12.76
599,2021-02-03 03:30:00,1213,8.04,45.78,0.0,0.385,1.043,99.2,0.0,12.76
600,2021-02-03 03:35:00,1214,7.944,45.98,0.003,0.387,1.069,105.7,0.0,12.76
601,2021-02-03 03:40:00,1215,7.944,45.85,0.002,0.47,1.332,112.8,0.0,12.73
602,2021-02-03 03:45:00,1216,7.912,45.87,0.003,0.415,1.016,72.99,0.0,12.75
603,2021-02-03 03:50:00,1217,7.854,45.99,0.003,0.388,0.973,102.1,0.0,12.75
604,2021-02-03 03:55:00,1218,7.803,46.01,0.003,0.436,1.122,96.0,0.0,12.75
605,2021-02-03 04:00:00,1219,7.711,46.32,0.002,0.384,0.832,111.4,0.0,12.75
606,2021-02-03 04:05:00,1220,7.585,46.7,0.0,0.376,0.894,118.0,0.0,12.66
607,2021-02-03 04:10:00,1221,7.516,46.83,0.001,0.417,0.981,90.6,0.0,12.74
608,2021-02-03 04:15:00,1222,7.433,47.12,-0.001,0.358,1.183,104.0,0.0,12.74
609,2021-02-03 04:20:00,1223,7.342,47.49,0.001,0.254,0.815,91.2,0.0,12.74
610,2021-02-03 04:25:00,1224,7.204,47.97,0.001,0.283,0.885,94.0,0.0,12.73
611,2021-02-03 04:30:00,1225,7.176,48.05,0.002,0.4,0.999,116.6,0.0,12.73
612,2021-02-03 04:35:00,1226,7.121,48.28,0.002,0.332,0.929,96.9,0.0,12.73
613,2021-02-03 04:40:00,1227,7.081,48.49,0.003,0.417,1.086,90.5,0.0,12.73
614,2021-02-03 04:45:00,1228,7.04,48.66,0.002,0.444,1.332,107.0,0.0,12.73
615,2021-02-03 04:50:00,1229,6.937,49.03,0.002,0.285,0.85,100.4,0.0,12.72
616,2021-02-03 04:55:00,1230,6.845,49.37,0.003,0.274,0.841,99.8,0.0,12.72
617,2021-02-03 05:00:00,1231,6.712,49.81,0.003,0.272,0.657,96.4,0.0,12.72
618,2021-02-03 05:05:00,1232,6.662,49.99,0.002,0.286,0.771,111.9,0.0,12.72
619,2021-02-03 05:10:00,1233,6.559,50.39,0.003,0.365,1.086,101.5,0.0,12.71
620,2021-02-03 05:15:00,1234,6.43,50.88,0.003,0.327,0.789,107.1,0.0,12.71
621,2021-02-03 05:20:00,1235,6.331,51.24,0.003,0.372,0.981,104.9,0.0,12.71
622,2021-02-03 05:25:00,1236,6.205,51.74,0.002,0.27,0.666,100.1,0.0,12.61
623,2021-02-03 05:30:00,1237,6.07,52.23,0.003,0.24,0.683,117.9,0.0,12.7
624,2021-02-03 05:35:00,1238,5.965,52.62,0.003,0.303,0.727,115.6,0.0,12.7
625,2021-02-03 05:40:00,1239,5.91,52.93,0.002,0.295,0.938,95.8,0.0,12.7
626,2021-02-03 05:45:00,1240,5.847,53.26,0.001,0.281,0.745,91.9,0.0,12.7
627,2021-02-03 05:50:00,1241,5.783,53.55,0.001,0.29,0.911,106.1,0.0,12.7
628,2021-02-03 05:55:00,1242,5.685,53.92,0.002,0.278,0.841,130.8,0.0,12.69
629,2021-02-03 06:00:00,1243,5.595,54.32,0.002,0.237,0.622,95.4,0.0,12.69
630,2021-02-03 06:05:00,1244,5.463,54.87,0.003,0.203,0.552,90.3,0.0,12.69
631,2021-02-03 06:10:00,1245,5.347,55.29,0.003,0.279,0.824,99.2,0.0,12.68
632,2021-02-03 06:15:00,1246,5.274,55.61,0.002,0.247,0.631,129.2,0.0,12.68
633,2021-02-03 06:20:00,1247,5.226,55.86,0.001,0.283,0.859,105.2,0.0,12.68
634,2021-02-03 06:25:00,1248,5.165,56.14,0.001,0.211,0.745,77.69,0.0,12.68
635,2021-02-03 06:30:00,1249,-65.105,56.4,0.002,0.28,0.718,104.9,0.0,12.68
636,2021-02-03 06:35:00,1250,5.034,56.67,0.002,0.269,0.613,116.9,0.0,12.67
637,2021-02-03 06:40:00,1251,4.979,56.94,0.002,0.302,0.727,110.8,0.0,12.67
638,2021-02-03 06:45:00,1252,4.951,57.22,0.003,0.291,0.648,91.1,0.0,12.73
639,2021-02-03 06:50:00,1253,4.958,57.35,0.003,0.322,0.657,131.2,0.0,12.66
640,2021-02-03 06:55:00,1254,4.978,57.43,0.003,0.346,1.122,114.4,0.0,12.66
641,2021-02-03 07:00:00,1255,5.108,57.15,0.002,0.415,0.999,103.3,0.0,12.66
642,2021-02-03 07:05:00,1256,5.246,56.81,0.001,0.457,0.999,102.2,0.0,12.66
643,2021-02-03 07:10:00,1257,5.336,56.66,0.001,0.389,1.069,108.3,0.0,12.64
644,2021-02-03 07:15:00,1258,5.366,56.61,0.002,0.37,0.832,106.5,0.0,12.65
645,2021-02-03 07:20:00,1259,5.351,56.72,0.001,0.397,0.981,95.1,0.0,12.65
646,2021-02-03 07:25:00,1260,5.37,56.73,0.001,0.343,0.815,110.0,0.0,12.65
647,2021-02-03 07:30:00,1261,5.302,57.0,0.004,0.289,0.718,115.2,0.0,12.64
648,2021-02-03 07:35:00,1262,5.25,57.2,0.001,0.31,0.666,106.7,0.0,12.64
649,2021-02-03 07:40:00,1263,5.148,57.6,0.002,0.271,0.745,108.4,0.0,12.64
650,2021-02-03 07:45:00,1264,5.05,58.0,0.005,0.322,0.771,96.5,0.0,12.63
651,2021-02-03 07:50:00,1265,4.981,58.28,0.003,0.373,0.867,100.2,0.0,12.63
652,2021-02-03 07:55:00,1266,4.929,58.43,0.002,0.385,0.797,99.6,0.0,12.63
653,2021-02-03 08:00:00,1267,4.872,58.67,0.003,0.281,0.762,99.9,0.0,12.63
654,2021-02-03 08:05:00,1268,4.829,58.83,0.0,0.309,0.64,100.9,0.0,12.69
655,2021-02-03 08:10:00,1269,4.768,59.1,0.002,0.474,1.13,96.2,0.0,12.62
656,2021-02-03 08:15:00,1270,4.755,59.22,0.002,0.379,0.955,101.4,0.0,12.62
657,2021-02-03 08:20:00,1271,4.738,59.39,0.003,0.349,0.876,101.6,0.0,12.62
658,2021-02-03 08:25:00,1272,4.696,59.61,0.002,0.306,0.85,106.1,0.0,12.61
659,2021-02-03 08:30:00,1273,4.646,59.88,0.001,0.395,0.955,104.4,0.0,12.61
660,2021-02-03 08:35:00,1274,4.641,60.05,0.002,0.339,0.876,100.6,0.0,12.61
661,2021-02-03 08:40:00,1275,4.659,60.13,0.002,0.422,1.025,94.0,0.0,12.61
662,2021-02-03 08:45:00,1276,4.709,60.12,0.004,0.487,1.113,90.3,0.0,12.61
663,2021-02-03 08:50:00,1277,4.708,60.25,0.005,0.371,0.911,91.5,0.0,12.6
664,2021-02-03 08:55:00,1278,4.756,60.17,0.003,0.474,1.262,98.2,0.0,12.6
665,2021-02-03 09:00:00,1279,4.808,60.06,0.003,0.421,1.113,96.7,0.0,12.6
666,2021-02-03 09:05:00,1280,4.844,60.03,0.003,0.475,1.148,96.2,0.0,12.6
667,2021-02-03 09:10:00,1281,4.892,59.95,0.002,0.569,1.227,86.5,0.0,12.59
668,2021-02-03 09:15:00,1282,4.976,59.77,0.003,0.518,1.446,85.5,0.0,12.59
669,2021-02-03 09:20:00,1283,4.988,59.77,0.004,0.477,1.244,93.4,0.0,12.59
670,2021-02-03 09:25:00,1284,5.06,59.51,0.001,0.474,1.192,89.4,0.0,12.63
671,2021-02-03 09:30:00,1285,5.108,59.34,0.002,0.536,1.008,86.4,0.0,12.58
672,2021-02-03 09:35:00,1286,5.156,59.24,0.0,0.468,1.113,81.4,0.0,12.58
673,2021-02-03 09:40:00,1287,5.208,59.09,0.003,0.52,1.218,98.1,0.0,12.58
674,2021-02-03 09:45:00,1288,5.259,59.03,0.002,0.625,1.638,84.9,0.0,12.58
675,2021-02-03 09:50:00,1289,5.334,58.83,0.002,0.601,1.463,108.3,0.0,12.58
676,2021-02-03 09:55:00,1290,5.323,-8.02,0.002,0.639,1.577,76.98,0.0,12.58
677,2021-02-03 10:00:00,1291,5.351,59.07,0.004,0.633,1.691,94.1,0.0,12.57
678,2021-02-03 10:05:00,1292,5.322,59.27,0.005,0.551,1.533,90.1,0.0,12.57
679,2021-02-03 10:10:00,1293,5.245,59.68,0.003,0.507,1.218,87.9,0.0,12.56
680,2021-02-03 10:15:00,1294,5.172,60.08,0.003,0.465,1.13,89.5,0.0,12.57
681,2021-02-03 10:20:00,1295,5.081,60.57,0.003,0.473,1.419,97.0,0.0,12.56
682,2021-02-03 10:25:00,1296,4.993,61.05,0.004,0.373,0.885,73.81,0.0,12.56
683,2021-02-03 10:30:00,1297,4.947,61.39,0.004,0.431,1.174,74.98,0.0,12.56
684,2021-02-03 10:35:00,1298,4.908,61.67,0.002,0.453,1.086,105.1,0.0,12.56
685,2021-02-03 10:40:00,1299,4.904,61.88,0.002,0.509,1.095,80.5,0.0,12.56
686,2021-02-03 10:45:00,1300,4.853,62.26,0.004,0.42,1.235,45.45,0.0,12.61
687,2021-02-03 10:50:00,1301,4.796,62.64,0.003,0.487,1.139,124.1,0.0,12.56
688,2021-02-03 10:55:00,1302,4.724,63.01,0.002,0.36,0.973,115.5,0.0,12.55
689,2021-02-03 11:00:00,1303,4.651,63.34,0.003,0.54,1.262,161.0,0.0,12.56
690,2021-02-03 11:05:00,1304,4.576,63.73,0.005,0.347,0.964,93.4,0.0,12.55
691,2021-02-03 11:10:00,1305,4.552,63.98,0.001,0.376,1.008,73.85,0.0,12.55
692,2021-02-03 11:15:00,1306,4.539,64.15,0.003,0.386,0.946,96.0,0.0,12.55
693,2021-02-03 11:20:00,1307,4.479,64.5,0.002,0.448,0.955,90.4,0.0,12.55
694,2021-02-03 11:25:00,1308,4.407,64.84,0.004,0.381,1.034,83.3,0.0,12.55
695,2021-02-03 11:30:00,1309,4.277,65.4,0.002,0.329,0.876,126.3,0.0,12.54
696,2021-02-03 11:35:00,1310,4.136,65.95,0.002,0.279,0.894,128.4,0.0,12.55
697,2021-02-03 11:40:00,1311,4.011,66.41,0.004,0.313,1.113,101.7,0.0,12.54
698,2021-02-03 11:45:00,1312,3.888,66.89,0.005,0.379,1.008,62.76,0.0,12.54
699,2021-02-03 11:50:00,1313,3.75,67.5,0.008,0.283,1.043,104.0,0.0,12.54
700,2021-02-03 11:55:00,1314,3.653,67.98,0.021,0.354,1.297,189.7,0.0,12.54
701,2021-02-03 12:00:00,1315,3.508,68.61,0.058,0.353,1.095,127.8,0.0,12.54
702,2021-02-03 12:05:00,1316,3.403,69.22,0.185,0.308,0.973,93.0,0.0,12.45
703,2021-02-03 12:10:00,1317,3.343,69.6,0.749,0.276,0.718,111.4,0.0,12.54
704,2021-02-03 12:15:00,1318,3.322,69.85,3.095,0.378,1.183,116.3,0.0,12.54
705,2021-02-03 12:20:00,1319,3.297,70.05,6.067,0.412,0.955,150.1,0.0,12.54
706,2021-02-03 12:25:00,1320,3.233,70.47,5.309,0.465,0.973,115.2,0.0,12.54
707,2021-02-03 12:30:00,1321,3.243,70.56,6.653,0.37,1.174,121.9,0.0,12.54
708,2021-02-03 12:35:00,1322,3.269,70.67,16.02,0.452,1.165,100.6,0.0,12.56
709,2021-02-03 12:40:00,1323,3.449,70.18,31.63,0.417,1.139,115.7,0.0,12.59
710,2021-02-03 12:45:00,1324,3.63,69.58,48.77,0.352,1.139,103.1,0.0,12.63
711,2021-02-03 12:50:00,1325,3.689,69.45,58.0,0.413,1.06,100.6,0.0,12.65
712,2021-02-03 12:55:00,1326,3.744,69.47,70.1,0.289,0.894,91.4,0.0,12.64
713,2021-02-03 13:00:00,1327,3.838,69.34,60.83,0.409,1.122,101.0,0.0,12.64
714,2021-02-03 13:05:00,1328,3.956,69.14,109.6,0.355,0.955,162.3,0.0,12.83
715,2021-02-03 13:10:00,1329,4.174,68.66,137.1,0.476,1.472,125.4,0.0,12.87
716,2021-02-03 13:15:00,1330,4.322,68.46,112.1,0.391,1.104,69.33,0.0,12.84
717,2021-02-03 13:20:00,1331,4.428,68.54,95.5,0.591,1.174,231.2,0.0,12.82
718,2021-02-03 13:25:00,1332,4.471,68.71,112.3,0.5,1.306,229.5,0.0,12.93
719,2021-02-03 13:30:00,1333,4.539,69.0,139.0,0.526,1.218,236.2,0.0,12.95
720,2021-02-03 13:35:00,1334,4.678,68.88,195.3,0.477,1.174,220.1,0.0,13.14
721,2021-02-03 13:40:00,1335,4.829,68.66,220.2,0.439,1.419,207.5,0.0,13.27
722,2021-02-03 13:45:00,1336,4.922,68.59,206.3,0.551,1.306,206.6,0.0,13.24
723,2021-02-03 13:50:00,1337,5.033,68.72,204.2,0.557,1.358,221.5,0.0,13.25
724,2021-02-03 13:55:00,1338,5.144,68.9,203.4,0.484,1.043,230.4,0.0,13.27
725,2021-02-03 14:00:00,1339,5.283,68.88,201.5,0.537,1.358,238.8,0.0,13.26
726,2021-02-03 14:05:00,1340,5.393,68.86,208.1,0.636,1.586,252.7,0.0,13.27
727,2021-02-03 14:10:00,1341,5.513,68.7,201.0,0.735,1.84,207.3,0.0,13.27
728,2021-02-03 14:15:00,1342,5.603,68.69,201.6,0.619,1.56,233.8,0.0,13.29
729,2021-02-03 14:20:00,1343,5.746,68.77,202.7,0.406,1.095,277.8,0.0,13.31
730,2021-02-03 14:25:00,1344,5.904,68.58,233.6,0.559,1.2,263.7,0.0,13.41
731,2021-02-03 14:30:00,1345,6.084,68.37,286.7,0.503,1.279,291.6,0.0,13.53
732,2021-02-03 14:35:00,1346,6.263,68.05,304.5,0.573,1.49,252.5,0.0,13.58
733,2021-02-03 14:40:00,1347,6.502,67.91,315.3,0.496,1.086,126.0,0.0,13.61
734,2021-02-03 14:45:00,1348,6.74,67.63,336.5,0.538,2.217,336.3,0.0,13.71
735,2021-02-03 14:50:00,1349,6.944,67.17,327.6,0.62,1.796,235.3,0.0,13.68
736,2021-02-03 14:55:00,1350,7.202,66.97,1862.1,0.673,1.647,268.1,0.0,13.8
737,2021-02-03 15:00:00,1351,7.532,65.9,403.0,0.599,1.665,253.1,0.0,13.93
738,2021-02-03 15:05:00,1352,7.75,65.38,485.2,0.683,1.831,257.4,0.0,13.88
739,2021-02-03 15:10:00,1353,7.959,64.66,527.9,0.632,1.63,138.4,0.0,13.81
740,2021-02-03 15:15:00,1354,8.49,63.43,542.3,0.428,1.884,322.0,0.0,13.81
741,2021-02-03 15:20:00,1355,8.8,62.0,530.6,0.653,1.761,290.1,0.0,13.79
742,2021-02-03 15:25:00,1356,8.74,62.23,525.0,0.747,1.84,250.8,0.0,13.79
743,2021-02-03 15:30:00,1357,8.85,61.84,552.3,0.601,1.7,286.8,0.0,13.79
744,2021-02-03 15:35:00,1358,9.11,61.53,545.5,0.644,1.586,294.8,0.0,13.76
745,2021-02-03 15:40:00,1359,9.46,60.33,544.7,0.724,2.497,308.3,0.0,13.76
746,2021-02-03 15:45:00,1360,9.69,59.49,549.2,0.687,2.006,277.2,0.0,13.73
747,2021-02-03 15:50:00,1361,9.76,59.46,593.3,0.731,1.638,332.8,0.0,13.73
748,2021-02-03 15:55:00,1362,10.09,58.59,604.3,0.65,1.726,271.3,0.0,13.73
749,2021-02-03 16:00:00,1363,10.3,57.82,622.7,0.79,2.357,229.1,0.0,13.76
750,2021-02-03 16:05:00,1364,10.56,57.36,631.4,0.582,1.805,309.5,0.0,13.82
751,2021-02-03 16:10:00,1365,10.84,56.37,639.6,0.654,1.752,247.1,0.0,13.76
752,2021-02-03 16:15:00,1366,11.07,55.83,645.9,0.647,1.682,317.8,0.0,13.73
753,2021-02-03 16:20:00,1367,11.21,55.81,651.7,0.698,1.849,237.7,0.0,13.7
754,2021-02-03 16:25:00,1368,11.77,53.87,660.5,0.711,1.542,243.7,0.0,13.7
755,2021-02-03 16:30:00,1369,11.69,53.65,664.3,0.795,1.849,293.3,0.0,13.7
756,2021-02-03 16:35:00,1370,11.83,53.48,670.1,0.789,1.866,226.1,0.0,13.69
757,2021-02-03 16:40:00,1371,11.85,53.42,645.9,0.91,2.252,221.5,0.0,13.7
758,2021-02-03 16:45:00,1372,12.02,53.15,664.3,0.687,1.498,216.2,0.0,13.7
759,2021-02-03 16:50:00,1373,11.77,53.4,686.9,1.047,2.567,206.3,0.0,13.7
760,2021-02-03 16:55:00,1374,11.87,53.5,689.2,1.115,2.383,205.6,0.0,13.68
761,2021-02-03 17:00:00,1375,12.21,52.69,684.2,0.898,2.138,237.7,0.0,13.68
762,2021-02-03 17:05:00,1376,12.5,52.27,721.5,0.59,2.042,277.4,0.0,13.67
763,2021-02-03 17:10:00,1377,12.82,51.29,731.1,0.632,1.56,234.8,0.0,13.68
764,2021-02-03 17:15:00,1378,13.08,50.66,692.4,0.54,1.332,284.6,0.0,13.68
765,2021-02-03 17:20:00,1379,13.25,50.19,597.9,0.662,1.463,242.2,0.0,13.68
766,2021-02-03 17:25:00,1380,13.38,49.74,535.6,0.751,2.392,238.6,0.0,13.58
767,2021-02-03 17:30:00,1381,13.01,49.9,551.2,0.973,2.471,241.5,0.0,13.65
768,2021-02-03 17:35:00,1382,13.38,49.79,627.0,0.695,1.498,268.6,0.0,13.65
769,2021-02-03 17:40:00,1383,13.55,49.38,613.2,0.639,2.129,298.0,0.0,13.65
770,2021-02-03 17:45:00,1384,13.72,49.06,575.6,0.503,1.297,290.5,0.0,13.65
771,2021-02-03 17:50:00,1385,13.77,48.97,511.9,0.774,2.138,31.11,0.0,13.65
772,2021-02-03 17:55:00,1386,13.81,48.77,610.6,0.739,1.735,292.5,0.0,13.62
773,2021-02-03 18:00:00,1387,13.93,48.84,593.4,0.781,1.525,234.5,0.0,13.62
774,2021-02-03 18:05:00,1388,14.05,49.22,587.4,0.681,1.831,284.5,0.0,13.65
775,2021-02-03 18:10:00,1389,14.23,49.35,620.8,0.636,1.533,292.2,0.0,13.65
776,2021-02-03 18:15:00,1390,14.42,48.86,600.0,0.642,1.875,233.0,0.0,13.68
777,2021-02-03 18:20:00,1391,14.36,49.39,638.1,0.812,2.699,250.2,0.0,13.68
778,2021-02-03 18:25:00,1392,14.75,48.65,612.5,0.585,1.577,289.7,0.0,13.68
779,2021-02-03 18:30:00,1393,14.84,48.6,605.0,0.647,1.533,271.9,0.0,13.68
780,2021-02-03 18:35:00,1394,14.77,48.97,569.1,0.848,2.278,227.7,0.0,13.68
781,2021-02-03 18:40:00,1395,14.94,49.13,500.9,0.556,1.586,312.4,0.0,13.68
782,2021-02-03 18:45:00,1396,14.88,49.18,547.1,1.142,2.366,233.9,0.0,13.64
783,2021-02-03 18:50:00,1397,14.88,49.67,438.6,0.91,2.488,157.2,0.0,13.65
784,2021-02-03 18:55:00,1398,15.16,49.25,370.8,0.667,1.866,332.8,0.0,13.65
785,2021-02-03 19:00:00,1399,15.32,49.09,363.3,0.608,1.446,268.3,0.0,13.63
786,2021-02-03 19:05:00,1400,15.49,47.35,367.3,1.059,2.042,239.8,0.0,13.63
787,2021-02-03 19:10:00,1401,15.65,47.23,431.2,0.849,1.674,257.6,0.0,13.62
788,2021-02-03 19:15:00,1402,15.79,46.99,528.6,1.146,2.199,253.9,0.0,13.62
789,2021-02-03 19:20:00,1403,15.84,47.56,487.2,1.03,2.707,235.8,0.0,13.63
790,2021-02-03 19:25:00,1404,15.97,47.8,466.0,1.0,2.103,222.3,0.0,13.63
791,2021-02-03 19:30:00,1405,16.14,47.59,555.4,0.971,2.629,257.4,0.0,13.63
792,2021-02-03 19:35:00,1406,16.39,47.29,527.5,1.052,2.217,248.8,0.0,13.66
793,2021-02-03 19:40:00,1407,16.51,47.12,480.1,1.179,2.629,219.4,0.0,13.66
794,2021-02-03 19:45:00,1408,16.55,47.53,487.4,1.153,2.392,222.8,0.0,13.66
795,2021-02-03 19:50:00,1409,16.56,47.97,428.8,0.877,2.129,213.0,0.0,13.66
796,2021-02-03 19:55:00,1410,16.92,47.38,416.1,0.616,2.19,257.2,0.0,13.66
797,2021-02-03 20:00:00,1411,16.93,47.33,444.0,1.218,2.462,237.3,0.0,13.63
798,2021-02-03 20:05:00,1412,16.93,47.78,443.0,0.851,2.068,225.2,0.0,13.63
799,2021-02-03 20:10:00,1413,17.15,47.55,402.6,1.041,2.339,236.8,0.0,13.53
800,2021-02-03 20:15:00,1414,17.31,47.25,340.0,0.764,2.147,307.3,0.0,13.66
801,2021-02-03 20:20:00,1415,17.41,46.47,329.3,0.808,2.637,254.6,0.0,13.66
802,2021-02-03 20:25:00,1416,17.54,46.32,385.8,0.772,2.077,212.5,0.0,13.63
803,2021-02-03 20:30:00,1417,17.93,44.54,406.8,1.009,2.795,216.7,0.0,13.62
804,2021-02-03 20:35:00,1418,17.93,43.63,332.6,1.132,2.348,229.7,0.0,13.52
805,2021-02-03 20:40:00,1419,17.82,44.35,316.5,1.341,2.97,218.4,0.0,13.4
806,2021-02-03 20:45:00,1420,17.69,44.89,299.8,1.179,2.558,229.0,0.0,13.45
807,2021-02-03 20:50:00,1421,17.67,45.51,305.9,1.134,2.182,229.9,0.0,13.41
808,2021-02-03 20:55:00,1422,17.8,45.6,330.0,0.94,1.928,246.4,0.0,13.38
809,2021-02-03 21:00:00,1423,17.79,45.84,281.6,1.14,2.664,219.6,0.0,13.3
810,2021-02-03 21:05:00,1424,17.66,46.46,250.5,1.279,2.655,227.4,0.0,13.26
811,2021-02-03 21:10:00,1425,17.62,46.97,252.4,0.896,2.252,245.2,0.0,13.25
812,2021-02-03 21:15:00,1426,17.68,47.09,286.2,1.139,2.594,239.2,0.0,13.22
813,2021-02-03 21:20:00,1427,17.67,47.48,162.5,0.942,2.558,243.3,0.0,13.15
814,2021-02-03 21:25:00,1428,17.7,47.55,124.1,0.816,2.129,262.2,0.0,13.12
815,2021-02-03 21:30:00,1429,17.64,48.05,108.4,0.804,1.77,310.4,0.0,13.1
816,2021-02-03 21:35:00,1430,17.61,48.6,109.1,0.817,2.226,239.5,0.0,13.08
817,2021-02-03 22:35:00,1442,17.34,50.84,21.44,0.592,1.533,262.8,0.0,12.95
818,2021-02-03 22:40:00,1443,17.3,51.05,19.52,0.437,1.376,270.2,0.0,12.95
819,2021-02-03 22:45:00,1444,17.24,51.4,15.79,0.506,1.411,265.2,0.0,12.94
820,2021-02-03 22:50:00,1445,17.12,51.95,12.8,0.402,1.13,20.69,0.0,12.93
821,2021-02-03 22:55:00,1446,16.98,52.53,8.25,0.432,1.323,23.52,0.0,12.93
822,2021-02-03 23:00:00,1447,16.84,53.12,3.856,0.468,1.06,356.7,0.0,12.93
823,2021-02-03 23:05:00,1448,16.72,53.62,2.482,0.597,1.612,142.3,0.0,12.92
824,2021-02-03 23:10:00,1449,16.6,54.09,2.082,0.51,1.674,227.8,0.0,12.92
825,2021-02-03 23:15:00,1450,16.49,54.43,2.269,0.579,1.349,222.6,0.0,12.92
826,2021-02-03 23:20:00,1451,16.39,54.63,0.604,0.774,1.884,228.4,0.0,12.82
827,2021-02-03 23:25:00,1452,16.39,54.47,0.116,0.779,1.805,246.8,0.0,12.89
828,2021-02-03 23:30:00,1453,16.3,54.65,0.031,0.636,1.551,262.0,0.0,12.91
829,2021-02-03 23:35:00,1454,16.22,54.76,0.013,0.738,2.217,257.2,0.0,12.91
830,2021-02-03 23:40:00,1455,16.25,54.58,0.006,0.72,1.665,235.6,0.0,12.9
831,2021-02-03 23:45:00,1456,16.32,54.42,0.004,0.724,1.682,237.2,0.0,12.9
832,2021-02-03 23:50:00,1457,16.27,54.59,0.001,0.653,1.393,252.3,0.0,12.9
833,2021-02-03 23:55:00,1458,16.2,54.91,0.003,0.641,1.735,255.0,0.0,12.9
