,TIMESTAMP,TAIR,RELH,SRAD,WSPD,WMAX,WDIR,RAIN,BATV
30,2021-02-01 02:30:00,5.152,69.81,0.002,0.129,0.543,154.3,0.0,12.76
31,2021-02-01 02:35:00,5.046,70.34,0.001,0.16,0.438,140.6,0.0,12.76
32,2021-02-01 02:40:00,4.999,70.68,0.004,0.159,0.789,149.3,0.0,12.76
33,2021-02-01 02:45:00,4.913,71.01,0.003,0.084,0.333,152.1,0.0,12.76
34,2021-02-01 02:50:00,4.791,71.46,0.004,0.16,0.429,154.0,0.0,12.75
35,2021-02-01 02:55:00,4.622,72.03,0.002,0.143,0.491,149.9,0.0,12.73
36,2021-02-01 03:00:00,4.437,72.8,0.003,0.152,0.456,151.7,0.0,12.75
37,2021-02-01 03:05:00,4.253,73.56,0.003,0.074,0.333,150.1,0.0,12.75
38,2021-02-01 03:10:00,4.079,74.3,0.001,0.09,0.307,134.9,0.0,12.75
39,2021-02-01 03:15:00,3.887,75.02,0.003,0.062,0.237,148.6,0.0,12.74
40,2021-02-01 03:20:00,3.7,75.78,0.004,0.124,0.315,141.3,0.0,12.74
41,2021-02-01 03:25:00,3.597,76.27,0.003,0.133,0.701,151.4,0.0,12.74
42,2021-02-01 03:30:00,3.463,76.91,0.003,0.112,0.429,153.7,0.0,12.74
43,2021-02-01 03:35:00,3.303,77.55,0.003,0.073,0.272,162.9,0.0,12.73
44,2021-02-01 03:40:00,3.109,78.34,0.002,0.045,0.429,147.3,0.0,12.75
45,2021-02-01 03:45:00,2.993,78.92,0.003,0.084,0.359,141.0,0.0,12.73
46,2021-02-01 03:50:00,2.869,79.47,0.002,0.066,0.298,130.5,0.0,12.72
47,2021-02-01 03:55:00,2.831,79.64,0.003,0.156,0.394,168.1,0.0,12.73
48,2021-02-01 04:00:00,2.736,79.99,0.003,0.091,0.421,128.7,0.0,12.72
49,2021-02-01 04:05:00,2.578,80.6,0.003,0.079,0.552,119.7,0.0,12.72
50,2021-02-01 04:10:00,2.417,81.3,0.003,0.1,0.254,149.6,0.0,12.72
51,2021-02-01 04:15:00,2.308,81.9,0.002,0.112,0.307,129.7,0.0,12.73
52,2021-02-01 04:20:00,2.305,82.0,0.003,0.076,0.324,147.3,0.0,12.71
53,2021-02-01 04:25:00,2.34,82.0,0.002,0.087,0.368,156.8,0.0,12.71
54,2021-02-01 04:30:00,2.323,81.9,0.003,0.074,0.298,149.8,0.0,12.71
55,2021-02-01 04:35:00,2.235,82.1,0.002,0.067,0.245,131.1,0.0,12.7
56,2021-02-01 04:40:00,2.252,82.0,0.003,0.133,0.613,149.1,0.0,12.7
57,2021-02-01 04:45:00,2.229,81.8,0.002,0.193,0.718,141.4,0.0,12.7
58,2021-02-01 04:50:00,2.112,82.1,0.003,0.105,0.342,145.5,0.0,12.7
59,2021-02-01 04:55:00,2.001,82.5,0.003,0.09,0.403,134.2,0.0,12.68
60,2021-02-01 05:00:00,2.028,82.3,0.002,0.146,0.403,137.3,0.0,12.74
61,2021-02-01 05:05:00,2.067,82.0,0.002,0.127,0.412,130.6,0.0,12.69
62,2021-02-01 05:10:00,2.061,81.9,0.003,0.146,0.473,150.8,0.0,12.69
63,2021-02-01 05:15:00,2.007,81.9,0.003,0.121,0.421,143.4,0.0,12.69
64,2021-02-01 05:20:00,1.958,81.8,0.004,0.144,0.456,133.3,0.0,12.68
65,2021-02-01 05:25:00,1.9,81.9,0.005,0.14,0.412,144.9,0.0,12.68
66,2021-02-01 05:30:00,1.895,81.9,0.003,0.08,0.403,144.0,0.0,12.68
67,2021-02-01 05:35:00,1.839,82.0,0.001,0.082,0.333,96.9,0.0,12.69
68,2021-02-01 05:40:00,1.804,82.3,0.003,0.117,0.342,151.5,0.0,12.67
69,2021-02-01 05:45:00,1.745,82.5,0.002,0.104,0.333,131.3,0.0,12.67
70,2021-02-01 05:50:00,1.604,83.0,0.002,0.039,0.254,119.5,0.0,12.67
71,2021-02-01 05:55:00,1.435,83.7,0.003,0.054,0.245,136.8,0.0,12.67
72,2021-02-01 06:00:00,1.34,84.2,0.002,0.056,0.315,133.0,0.0,12.67
73,2021-02-01 06:05:00,1.315,84.6,0.004,0.038,0.228,141.5,0.0,12.66
74,2021-02-01 06:10:00,1.305,84.7,0.003,0.055,0.315,141.3,0.0,12.66
75,2021-02-01 06:15:00,1.246,85.0,0.002,0.037,0.289,133.3,0.0,12.66
76,2021-02-01 06:20:00,1.205,85.2,0.005,0.023,0.123,78.28,0.0,12.55
77,2021-02-01 06:25:00,1.109,85.5,0.004,0.025,0.175,137.1,0.0,12.65
78,2021-02-01 06:30:00,1.103,85.9,0.004,0.093,0.552,227.0,0.0,12.65
79,2021-02-01 06:35:00,1.196,85.4,0.003,0.023,0.149,304.8,0.0,12.65
80,2021-02-01 06:40:00,1.168,85.5,0.004,0.064,0.342,268.3,0.0,12.64
81,2021-02-01 06:45:00,1.111,85.6,0.003,0.119,0.386,297.0,0.0,12.64
82,2021-02-01 06:50:00,1.012,86.0,0.004,0.105,0.342,291.7,0.0,12.64
83,2021-02-01 06:55:00,0.924,86.4,0.003,0.101,0.35,296.6,0.0,12.7
84,2021-02-01 07:00:00,0.858,86.7,0.003,0.105,0.421,291.7,0.0,12.63
85,2021-02-01 07:05:00,0.794,86.9,0.002,0.046,0.307,307.0,0.0,12.63
86,2021-02-01 07:10:00,0.731,87.0,0.002,0.016,0.114,293.1,0.0,12.63
87,2021-02-01 07:15:00,0.452,87.3,0.004,0.012,0.149,287.6,0.0,12.63
88,2021-02-01 07:20:00,0.106,89.1,0.002,0.03,0.245,313.4,0.0,12.62
89,2021-02-01 07:25:00,-0.084,90.5,0.004,0.056,0.289,308.7,0.0,12.62
90,2021-02-01 07:30:00,-0.168,91.2,0.003,0.029,0.263,299.1,0.0,12.62
91,2021-02-01 07:35:00,-0.162,91.4,0.004,0.025,0.184,307.8,0.0,12.62
92,2021-02-01 07:40:00,-0.119,91.3,0.002,0.018,0.123,296.3,0.0,12.61
93,2021-02-01 07:45:00,-0.152,91.5,0.005,0.019,0.149,309.1,0.0,12.61
94,2021-02-01 07:50:00,-0.146,91.7,0.004,0.03,0.202,351.2,0.0,12.6
95,2021-02-01 07:55:00,-0.146,91.7,0.002,0.039,0.193,44.56,0.0,12.61
96,2021-02-01 08:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97,2021-02-01 08:05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2021-02-01 08:10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
99,2021-02-01 08:15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
100,2021-02-01 08:20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
101,2021-02-01 08:25:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102,2021-02-01 08:30:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
103,2021-02-01 08:35:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
104,2021-02-01 08:40:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
105,2021-02-01 08:45:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
106,2021-02-01 08:50:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107,2021-02-01 08:55:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
108,2021-02-01 09:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
109,2021-02-01 09:05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
110,2021-02-01 09:10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
111,2021-02-01 09:15:00,0.165,89.2,0.002,0.163,0.517,278.6,0.0,12.56
112,2021-02-01 09:20:00,0.136,89.2,0.004,0.117,0.508,282.4,0.0,12.55
113,2021-02-01 09:25:00,0.144,89.2,0.003,0.14,0.377,294.9,0.0,12.56
114,2021-02-01 09:30:00,0.16,88.9,0.002,0.079,0.342,316.9,0.0,12.55
115,2021-02-01 09:35:00,0.127,88.9,0.004,0.109,0.412,296.7,0.0,12.48
116,2021-02-01 09:40:00,0.062,89.0,0.005,0.157,0.491,296.9,0.0,12.55
117,2021-02-01 09:45:00,0.0,89.2,0.003,0.05,0.333,320.7,0.0,12.54
118,2021-02-01 09:50:00,0.026,89.0,0.003,0.036,0.202,313.9,0.0,12.54
119,2021-02-01 09:55:00,0.007,89.0,0.005,0.063,0.219,301.6,0.0,12.54
120,2021-02-01 10:00:00,-0.076,89.3,0.005,0.018,0.114,292.6,0.0,12.54
121,2021-02-01 10:05:00,-0.12,89.4,0.005,0.054,0.254,275.8,0.0,12.53
122,2021-02-01 10:10:00,-0.123,89.2,0.003,0.044,0.35,296.7,0.0,12.53
123,2021-02-01 10:15:00,-0.181,89.3,0.002,0.116,0.386,268.4,0.0,12.53
124,2021-02-01 10:20:00,-0.204,89.1,0.005,0.049,0.386,291.0,0.0,12.52
125,2021-02-01 10:25:00,-0.25,88.9,0.003,0.037,0.219,287.0,0.0,12.52
126,2021-02-01 10:30:00,-0.394,89.3,0.003,0.047,0.245,307.7,0.0,12.52
127,2021-02-01 10:35:00,-0.471,89.4,0.003,0.074,0.272,310.0,0.0,12.52
128,2021-02-01 10:40:00,-0.606,89.6,0.004,0.059,0.254,356.7,0.0,12.52
129,2021-02-01 10:45:00,-0.757,89.9,0.004,0.105,0.429,72.01,0.0,12.52
130,2021-02-01 10:50:00,-0.831,90.7,0.005,0.086,0.324,322.6,0.0,12.52
131,2021-02-01 10:55:00,-0.771,90.5,0.003,0.06,0.28,283.4,0.0,12.58
132,2021-02-01 11:00:00,-0.736,90.2,0.006,0.072,0.272,293.8,0.0,12.51
133,2021-02-01 11:05:00,-0.692,89.8,0.001,0.053,0.219,322.5,0.0,12.51
134,2021-02-01 11:10:00,-0.682,89.5,0.004,0.063,0.245,308.9,0.0,12.51
135,2021-02-01 11:15:00,-0.673,89.3,0.002,0.064,0.412,350.4,0.0,12.51
136,2021-02-01 11:20:00,-0.622,88.9,0.003,0.074,0.315,326.8,0.0,12.51
137,2021-02-01 11:25:00,-0.611,88.4,0.003,0.059,0.245,303.7,0.0,12.5
138,2021-02-01 11:30:00,-0.679,88.5,0.002,0.096,0.263,295.9,0.0,12.5
139,2021-02-01 11:35:00,-0.608,88.1,0.005,0.08,0.447,308.1,0.0,12.5
140,2021-02-01 11:40:00,-0.551,87.6,0.003,0.047,0.394,358.7,0.0,12.49
141,2021-02-01 11:45:00,-0.499,87.2,0.006,0.087,0.438,323.9,0.0,12.5
142,2021-02-01 11:50:00,-0.491,86.9,0.007,0.1,0.272,290.2,0.0,12.49
143,2021-02-01 11:55:00,-0.473,86.7,0.013,0.083,0.245,297.1,0.0,12.49
144,2021-02-01 12:00:00,-0.481,86.6,0.029,0.076,0.35,296.1,0.0,12.49
145,2021-02-01 12:05:00,-0.408,86.1,0.098,0.081,0.298,317.1,0.0,12.49
146,2021-02-01 12:10:00,-0.407,85.8,0.327,0.096,0.333,299.5,0.0,12.49
147,2021-02-01 12:15:00,-0.484,85.9,0.941,0.076,0.35,284.2,0.0,12.55
148,2021-02-01 12:20:00,-0.505,85.7,2.131,0.123,0.342,273.8,0.0,12.49
149,2021-02-01 12:25:00,-0.485,85.5,3.795,0.113,0.289,295.1,0.0,12.49
150,2021-02-01 12:30:00,-0.471,85.3,6.174,0.148,0.491,289.1,0.0,12.49
151,2021-02-01 12:35:00,-0.437,85.1,16.89,0.222,0.526,281.9,0.0,12.5
152,2021-02-01 12:40:00,-0.351,84.6,31.4,0.17,0.438,281.5,0.0,12.57
153,2021-02-01 12:45:00,-0.294,84.1,45.54,0.131,0.499,292.3,0.0,12.63
154,2021-02-01 12:50:00,-0.243,83.8,70.09,0.14,0.412,294.6,0.0,12.71
155,2021-02-01 12:55:00,-0.048,82.7,89.2,0.067,0.289,108.2,0.0,12.8
156,2021-02-01 13:00:00,0.083,82.1,108.0,0.098,0.421,296.0,0.0,12.91
157,2021-02-01 13:05:00,0.307,81.3,126.5,0.052,0.202,236.6,0.0,13.04
158,2021-02-01 13:10:00,0.591,79.95,144.9,0.052,0.237,128.4,0.0,13.18
159,2021-02-01 13:15:00,0.88,78.92,162.2,0.034,0.158,192.3,0.0,12.99
160,2021-02-01 13:20:00,1.19,77.54,182.2,0.065,0.386,178.1,0.0,13.28
161,2021-02-01 13:25:00,1.489,76.37,201.7,0.05,0.202,213.6,0.0,13.45
162,2021-02-01 13:30:00,1.731,75.33,220.3,0.116,0.35,205.4,0.0,13.55
163,2021-02-01 13:35:00,1.983,74.34,238.8,0.086,0.359,236.1,0.0,13.68
164,2021-02-01 13:40:00,2.234,73.46,256.0,0.066,0.368,124.8,0.0,13.68
165,2021-02-01 13:45:00,2.461,72.16,271.7,0.068,0.35,165.0,0.0,13.72
166,2021-02-01 13:50:00,2.717,71.24,285.0,0.041,0.324,128.8,0.0,13.76
167,2021-02-01 13:55:00,2.961,69.94,311.5,0.073,0.368,231.3,0.0,13.82
168,2021-02-01 14:00:00,3.154,69.75,322.2,0.069,0.245,116.6,0.0,13.85
169,2021-02-01 14:05:00,3.444,69.04,329.0,0.034,0.193,119.7,0.0,13.89
170,2021-02-01 14:10:00,3.913,67.23,349.9,0.025,0.237,112.7,0.0,13.96
171,2021-02-01 14:15:00,4.078,66.45,362.7,0.075,0.28,134.6,0.0,13.99
172,2021-02-01 14:20:00,4.334,65.59,373.2,0.054,0.377,141.7,0.0,13.98
173,2021-02-01 14:25:00,4.43,64.94,392.1,0.109,0.386,123.9,0.0,13.85
174,2021-02-01 14:30:00,4.627,64.43,416.0,0.101,0.368,117.1,0.0,13.85
175,2021-02-01 14:35:00,4.761,63.6,430.3,0.151,0.35,138.9,0.0,13.79
176,2021-02-01 14:40:00,4.911,63.13,439.1,0.07,0.315,152.9,0.0,13.79
177,2021-02-01 14:45:00,5.19,62.64,455.4,0.076,0.307,116.2,0.0,13.79
178,2021-02-01 14:50:00,5.608,61.8,470.9,0.054,0.184,126.3,0.0,13.79
179,2021-02-01 14:55:00,5.751,60.69,484.3,0.158,0.359,96.7,0.0,13.75
180,2021-02-01 15:00:00,5.938,60.44,495.4,0.091,0.272,97.4,0.0,13.76
181,2021-02-01 15:05:00,6.193,59.09,515.9,0.115,0.429,98.2,0.0,13.76
182,2021-02-01 15:10:00,6.465,58.62,526.6,0.067,0.491,106.6,0.0,13.76
183,2021-02-01 15:15:00,6.68,57.52,544.3,0.085,0.228,107.9,0.0,13.76
184,2021-02-01 15:20:00,6.822,57.01,557.6,0.178,0.517,106.0,0.0,13.76
185,2021-02-01 15:25:00,6.92,56.51,551.0,0.042,0.342,110.8,0.0,13.73
186,2021-02-01 15:30:00,7.313,54.86,547.5,0.108,0.421,97.7,0.0,13.73
187,2021-02-01 15:35:00,7.431,54.23,590.0,0.065,0.315,124.3,0.0,13.7
188,2021-02-01 15:40:00,7.744,52.25,595.3,0.117,0.394,123.7,0.0,13.7
189,2021-02-01 15:45:00,7.927,51.11,613.0,0.099,0.412,110.9,0.0,13.73
190,2021-02-01 15:50:00,8.29,49.9,623.6,0.077,0.21,96.5,0.0,13.73
191,2021-02-01 15:55:00,8.36,50.0,629.4,0.173,0.815,110.0,0.0,13.68
192,2021-02-01 16:00:00,8.53,49.58,636.0,0.125,0.359,101.8,0.0,13.67
193,2021-02-01 16:05:00,8.66,48.32,643.9,0.15,0.508,130.2,0.0,13.67
194,2021-02-01 16:10:00,8.74,48.33,649.5,0.11,0.35,96.5,0.0,13.65
195,2021-02-01 16:15:00,98.12,47.1,662.4,0.092,0.438,118.8,0.0,13.73
196,2021-02-01 16:20:00,9.14,47.01,671.6,0.129,0.403,114.4,0.0,13.62
197,2021-02-01 16:25:00,9.4,45.86,673.1,0.18,0.482,102.1,0.0,13.62
198,2021-02-01 16:30:00,9.36,45.78,679.6,0.079,0.315,81.7,0.0,13.65
199,2021-02-01 16:35:00,9.61,45.24,684.2,0.073,0.429,116.6,0.0,13.65
200,2021-02-01 16:40:00,10.02,43.29,686.4,0.104,0.324,98.9,0.0,13.65
201,2021-02-01 16:45:00,9.98,43.1,691.8,0.229,0.587,127.4,0.0,13.68
202,2021-02-01 16:50:00,9.8,43.52,699.9,0.164,0.359,119.3,0.0,13.68
203,2021-02-01 16:55:00,9.96,43.13,707.2,0.181,0.438,93.8,0.0,13.68
204,2021-02-01 17:00:00,10.05,43.47,708.0,0.095,0.386,105.5,0.0,13.68
205,2021-02-01 17:05:00,10.29,43.22,686.3,0.176,0.885,133.6,0.0,13.68
206,2021-02-01 17:10:00,10.76,41.74,699.7,0.111,0.359,93.2,0.0,13.68
207,2021-02-01 17:15:00,10.79,40.88,688.9,0.124,0.394,118.0,0.0,13.71
208,2021-02-01 17:20:00,10.8,41.25,719.1,0.195,0.552,104.3,0.0,13.68
209,2021-02-01 17:25:00,10.76,41.29,720.7,0.146,0.499,89.8,0.0,13.68
210,2021-02-01 17:30:00,10.75,40.79,717.3,0.103,0.298,94.1,0.0,13.68
211,2021-02-01 17:35:00,11.28,39.73,715.1,0.107,0.552,65.16,0.0,13.76
212,2021-02-01 17:40:00,11.72,37.87,718.5,0.057,0.368,91.4,0.0,13.68
213,2021-02-01 17:45:00,12.26,36.53,715.8,0.05,0.307,38.5,0.0,13.68
214,2021-02-01 17:50:00,12.07,37.19,713.0,0.113,0.412,84.0,0.0,13.65
215,2021-02-01 17:55:00,12.19,36.79,714.9,0.063,0.429,49.92,0.0,13.65
216,2021-02-01 18:00:00,12.06,35.97,710.1,0.198,0.605,110.4,0.0,13.65
217,2021-02-01 18:05:00,11.7,36.9,706.9,0.124,0.307,108.6,0.0,13.63
218,2021-02-01 18:10:00,12.23,36.1,690.8,0.088,0.342,95.0,0.0,13.62
219,2021-02-01 18:15:00,12.42,34.74,679.9,0.121,0.368,62.47,0.0,13.62
220,2021-02-01 18:20:00,12.68,34.14,671.5,0.095,0.412,26.27,0.0,13.62
221,2021-02-01 18:25:00,12.59,33.72,679.2,0.149,0.473,134.3,0.0,13.6
222,2021-02-01 18:30:00,12.24,34.36,668.9,0.151,0.578,124.2,0.0,13.6
223,2021-02-01 18:35:00,12.64,32.19,2620.1,0.084,0.307,82.8,0.0,13.6
224,2021-02-01 18:40:00,12.75,31.98,676.0,0.254,0.876,93.6,0.0,13.6
225,2021-02-01 18:45:00,12.81,31.62,628.5,0.072,0.28,54.52,0.0,13.6
226,2021-02-01 18:50:00,12.93,30.4,587.8,0.079,0.324,99.1,0.0,13.57
227,2021-02-01 18:55:00,12.71,29.69,587.5,0.265,0.657,111.2,0.0,13.52
228,2021-02-01 19:00:00,12.41,29.95,656.2,0.209,0.578,118.9,0.0,13.54
229,2021-02-01 19:05:00,13.09,29.68,580.0,0.035,0.245,127.1,0.0,13.54
230,2021-02-01 19:10:00,13.11,29.34,611.0,0.099,0.307,95.9,0.0,13.57
231,2021-02-01 19:15:00,12.89,30.02,574.7,0.075,0.386,55.68,0.0,13.57
232,2021-02-01 19:20:00,12.66,30.34,617.6,0.135,0.464,99.3,0.0,13.57
233,2021-02-01 19:25:00,12.46,30.31,605.4,0.148,0.675,105.1,0.0,13.6
234,2021-02-01 19:30:00,12.91,30.22,607.5,0.134,0.631,93.3,0.0,13.6
235,2021-02-01 19:35:00,13.13,29.35,566.3,0.094,0.333,109.8,0.0,13.6
236,2021-02-01 19:40:00,13.68,28.57,459.0,0.099,0.342,81.8,0.0,13.6
237,2021-02-01 19:45:00,13.53,28.39,491.6,0.101,0.499,124.1,0.0,13.6
238,2021-02-01 19:50:00,13.12,29.16,542.2,0.108,0.447,112.5,0.0,13.6
239,2021-02-01 19:55:00,13.33,29.14,514.3,0.075,0.386,133.1,0.0,13.57
240,2021-02-01 20:00:00,13.99,27.82,515.0,0.092,0.508,103.8,0.0,13.57
241,2021-02-01 20:05:00,14.01,26.84,474.3,0.092,0.482,90.9,0.0,13.57
242,2021-02-01 20:10:00,13.75,25.88,452.3,0.091,0.307,120.1,0.0,13.57
243,2021-02-01 20:15:00,13.53,26.87,463.5,0.134,0.429,103.2,0.0,13.52
244,2021-02-01 20:20:00,13.54,26.96,469.0,0.047,0.237,96.4,0.0,13.55
245,2021-02-01 20:25:00,13.55,26.57,407.8,0.054,0.254,86.3,0.0,13.54
246,2021-02-01 20:30:00,13.41,27.2,414.7,0.063,0.324,128.2,0.0,13.37
247,2021-02-01 20:35:00,13.55,26.67,407.3,130.061,0.245,105.1,0.0,13.23
248,2021-02-01 20:40:00,13.11,27.05,409.1,0.092,0.35,103.8,0.0,13.17
249,2021-02-01 20:45:00,13.15,27.4,399.8,0.185,0.534,94.6,0.0,13.13
250,2021-02-01 20:50:00,13.76,26.86,385.1,0.066,0.403,354.4,0.0,13.1
251,2021-02-01 20:55:00,13.98,26.24,324.5,0.06,0.473,185.5,0.0,13.09
252,2021-02-01 21:00:00,13.94,26.3,298.4,0.045,0.202,91.3,0.0,13.07
253,2021-02-01 21:05:00,13.82,26.23,321.4,0.025,0.158,116.5,0.0,13.09
254,2021-02-01 21:10:00,13.84,26.27,371.6,0.022,0.175,140.2,0.0,13.08
255,2021-02-01 21:15:00,13.85,26.37,326.3,0.068,0.324,102.4,0.0,13.04
256,2021-02-01 21:20:00,13.47,27.12,105.0,0.146,0.359,92.9,0.0,13.03
257,2021-02-01 21:25:00,13.13,27.65,74.97,0.153,0.359,88.7,0.0,13.02
258,2021-02-01 21:30:00,13.07,27.8,67.47,0.099,0.412,95.5,0.0,13.01
259,2021-02-01 21:35:00,13.1,27.76,75.62,0.055,0.237,99.4,0.0,13.02
260,2021-02-01 21:40:00,12.94,28.29,72.75,0.037,0.202,93.5,0.0,13.0
261,2021-02-01 21:45:00,12.99,28.21,56.71,0.001,0.053,65.48,0.0,12.98
262,2021-02-01 21:50:00,12.9,28.14,58.43,0.079,0.464,116.5,0.0,12.98
263,2021-02-01 21:55:00,12.64,28.64,58.95,0.207,0.666,100.1,0.0,12.97
264,2021-02-01 22:00:00,12.78,28.6,59.62,0.055,0.342,124.0,0.0,12.95
265,2021-02-01 22:05:00,12.79,28.61,59.04,0.013,0.14,93.6,0.0,12.97
266,2021-02-01 22:10:00,12.75,28.67,56.74,0.007,0.105,94.3,0.0,12.96
267,2021-02-01 22:15:00,12.59,29.05,46.08,0.032,0.263,92.9,0.0,12.95
268,2021-02-01 22:20:00,12.6,29.11,30.25,0.068,0.324,96.2,0.0,12.94
269,2021-02-01 22:25:00,12.57,29.85,29.56,0.106,0.473,57.61,0.0,12.94
270,2021-02-01 22:30:00,12.54,29.99,37.04,0.157,0.473,76.41,0.0,12.94
271,2021-02-01 22:35:00,12.43,30.86,38.54,0.092,0.359,78.76,0.0,12.93
272,2021-02-01 22:40:00,12.38,30.54,38.6,0.169,0.473,77.85,0.0,12.93
273,2021-02-01 22:45:00,12.38,30.84,34.19,0.026,0.219,66.52,0.0,12.93
274,2021-02-01 22:50:00,12.37,31.34,26.6,0.122,0.298,86.8,0.0,12.92
275,2021-02-01 22:55:00,12.24,31.34,16.81,0.094,0.35,81.5,0.0,12.88
276,2021-02-01 23:00:00,12.09,31.6,9.69,0.166,0.412,78.67,0.0,12.9
277,2021-02-01 23:05:00,12.09,31.61,5.404,0.085,0.263,59.57,0.0,12.9
278,2021-02-01 23:10:00,11.96,31.99,2.16,0.107,0.289,71.63,0.0,12.9
279,2021-02-01 23:15:00,11.77,32.32,0.889,0.188,0.482,89.9,0.0,12.89
280,2021-02-01 23:20:00,17.78,33.0,0.213,0.189,0.508,103.6,0.0,12.89
281,2021-02-01 23:25:00,11.72,32.61,0.06,0.247,0.534,80.9,0.0,12.88
282,2021-02-01 23:30:00,11.71,32.78,0.021,0.063,0.368,68.27,0.0,12.88
283,2021-02-01 23:35:00,11.59,32.94,0.006,0.244,0.421,84.7,0.0,12.88
284,2021-02-01 23:40:00,11.38,33.88,0.005,0.063,0.193,153.8,0.0,12.88
285,2021-02-01 23:45:00,11.08,33.56,0.002,0.22,0.631,182.4,0.0,12.87
286,2021-02-01 23:50:00,10.93,32.83,0.003,0.38,0.622,185.5,0.0,12.87
287,2021-02-01 23:55:00,10.94,32.82,0.002,0.158,0.447,191.2,0.0,12.87
